"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","SECTOR","Economic sector (ISIC rev.4) ","SIZE","Employment size range","TIME","Year","Value","Flag Codes","Flags"
"3","Small regions (TL3)","DE219","Eichstätt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",32.65,,
"3","Small regions (TL3)","DE219","Eichstätt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",33.55,,
"3","Small regions (TL3)","DE219","Eichstätt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",32.18,,
"3","Small regions (TL3)","DE21C","Fürstenfeldbruck","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",34.09,,
"3","Small regions (TL3)","DE21C","Fürstenfeldbruck","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",34.8,,
"3","Small regions (TL3)","DE21E","Landsberg am Lech","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",30.12,,
"3","Small regions (TL3)","DE21E","Landsberg am Lech","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",29.45,,
"3","Small regions (TL3)","DE21G","Mühldorf a. Inn","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",30.88,,
"3","Small regions (TL3)","DE21G","Mühldorf a. Inn","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",33.9,,
"3","Small regions (TL3)","DE21G","Mühldorf a. Inn","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",37.42,,
"3","Small regions (TL3)","DE21I","Neuburg-Schrobenhausen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",29.99,,
"3","Small regions (TL3)","DE21L","Starnberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",27.89,,
"3","Small regions (TL3)","DE21L","Starnberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",26.28,,
"3","Small regions (TL3)","DE21L","Starnberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",25.61,,
"3","Small regions (TL3)","DE21N","Weilheim-Schongau","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",32.09,,
"3","Small regions (TL3)","DE21N","Weilheim-Schongau","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",32.19,,
"3","Small regions (TL3)","DE224","Deggendorf","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",28.79,,
"3","Small regions (TL3)","DE226","Kelheim","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.01,,
"3","Small regions (TL3)","DE227","Landshut, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",31.03,,
"3","Small regions (TL3)","DE227","Landshut, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",31.49,,
"3","Small regions (TL3)","DE227","Landshut, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.66,,
"3","Small regions (TL3)","DE228","Passau, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",25.77,,
"3","Small regions (TL3)","DE229","Regen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",23.76,,
"3","Small regions (TL3)","DE229","Regen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",24.64,,
"3","Small regions (TL3)","DE229","Regen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",23.23,,
"3","Small regions (TL3)","DE22A","Rottal-Inn","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",24.36,,
"3","Small regions (TL3)","DE231","Amberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",25.96,,
"3","Small regions (TL3)","DE231","Amberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",27.86,,
"3","Small regions (TL3)","DE231","Amberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",25.69,,
"3","Small regions (TL3)","DE233","Weiden i. d. Opf, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",26.35,,
"3","Small regions (TL3)","DE233","Weiden i. d. Opf, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",23.65,,
"3","Small regions (TL3)","DE233","Weiden i. d. Opf, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",22.66,,
"3","Small regions (TL3)","DE234","Amberg-Sulzbach","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",28.97,,
"3","Small regions (TL3)","DE235","Cham","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",28.52,,
"3","Small regions (TL3)","DE235","Cham","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",27.37,,
"3","Small regions (TL3)","DE235","Cham","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",28.65,,
"3","Small regions (TL3)","DE236","Neumarkt i. d. OPf.","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",27.43,,
"3","Small regions (TL3)","DE236","Neumarkt i. d. OPf.","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",26.61,,
"3","Small regions (TL3)","DE239","Schwandorf","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.44,,
"3","Small regions (TL3)","DE241","Bamberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",28.16,,
"3","Small regions (TL3)","DE241","Bamberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",32.96,,
"3","Small regions (TL3)","DE242","Bayreuth, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",30.97,,
"3","Small regions (TL3)","DE242","Bayreuth, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",31.61,,
"3","Small regions (TL3)","DE242","Bayreuth, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",29.65,,
"3","Small regions (TL3)","DE243","Coburg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",21.24,,
"3","Small regions (TL3)","DE243","Coburg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",21.98,,
"3","Small regions (TL3)","DE244","Hof, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",28.02,,
"3","Small regions (TL3)","DE244","Hof, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",28.91,,
"3","Small regions (TL3)","DE244","Hof, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.75,,
"3","Small regions (TL3)","DE245","Bamberg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",31.58,,
"3","Small regions (TL3)","DE245","Bamberg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",30.66,,
"3","Small regions (TL3)","DE246","Bayreuth, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.47,,
"3","Small regions (TL3)","DE24A","Kronach","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",26,,
"3","Small regions (TL3)","DE24A","Kronach","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",22.56,,
"3","Small regions (TL3)","DE24C","Lichtenfels","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",26.41,,
"3","Small regions (TL3)","DE24C","Lichtenfels","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",21.42,,
"3","Small regions (TL3)","DE254","Nürnberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",36.71,,
"3","Small regions (TL3)","DE254","Nürnberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",35.68,,
"3","Small regions (TL3)","DE254","Nürnberg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",35.42,,
"3","Small regions (TL3)","DE255","Schwabach, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",35.29,,
"3","Small regions (TL3)","DE256","Ansbach, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",22.37,,
"3","Small regions (TL3)","DE256","Ansbach, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",22.62,,
"3","Small regions (TL3)","DE256","Ansbach, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",22.69,,
"3","Small regions (TL3)","DE257","Erlangen-Höchstadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",30.98,,
"3","Small regions (TL3)","DE257","Erlangen-Höchstadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",32.54,,
"3","Small regions (TL3)","DE257","Erlangen-Höchstadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",29.78,,
"3","Small regions (TL3)","DE25B","Roth","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",30.01,,
"3","Small regions (TL3)","DE25B","Roth","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",30.35,,
"3","Small regions (TL3)","DE25B","Roth","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",28.39,,
"3","Small regions (TL3)","DE25C","Weißenburg-Gunzenhausen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",27.95,,
"3","Small regions (TL3)","DE25C","Weißenburg-Gunzenhausen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",30.51,,
"3","Small regions (TL3)","DE261","Aschaffenburg, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",30.4,,
"3","Small regions (TL3)","DE262","Schweinfurt, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",34.38,,
"3","Small regions (TL3)","DE262","Schweinfurt, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",32.1,,
"3","Small regions (TL3)","DE265","Bad Kissingen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",25.47,,
"3","Small regions (TL3)","DE265","Bad Kissingen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",27.13,,
"3","Small regions (TL3)","DE265","Bad Kissingen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",26.35,,
"3","Small regions (TL3)","DE268","Kitzingen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",26.74,,
"3","Small regions (TL3)","DE269","Miltenberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",28.89,,
"3","Small regions (TL3)","DE269","Miltenberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.4,,
"3","Small regions (TL3)","DE26B","Schweinfurt, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",29.96,,
"3","Small regions (TL3)","DE26B","Schweinfurt, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",30.27,,
"3","Small regions (TL3)","DE26B","Schweinfurt, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",28.25,,
"3","Small regions (TL3)","DE26C","Würzburg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",33.11,,
"3","Small regions (TL3)","DE26C","Würzburg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",33.4,,
"3","Small regions (TL3)","DE26C","Würzburg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",34.77,,
"3","Small regions (TL3)","DE272","Kaufbeuren, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",31.08,,
"3","Small regions (TL3)","DE272","Kaufbeuren, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",36.01,,
"3","Small regions (TL3)","DE274","Memmingen, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",32.76,,
"3","Small regions (TL3)","DE274","Memmingen, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",28.81,,
"3","Small regions (TL3)","DE277","Dillingen a.d. Donau","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",26.7,,
"3","Small regions (TL3)","DE277","Dillingen a.d. Donau","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",26.6,,
"3","Small regions (TL3)","DE27B","Ostallgäu","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",26.24,,
"3","Small regions (TL3)","DE27B","Ostallgäu","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",25.91,,
"3","Small regions (TL3)","DE27D","Donau-Ries","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",26.83,,
"3","Small regions (TL3)","DE27D","Donau-Ries","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",26.52,,
"3","Small regions (TL3)","DE27E","Oberallgäu","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",24.97,,
"3","Small regions (TL3)","DE27E","Oberallgäu","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",22.33,,
"3","Small regions (TL3)","DE27E","Oberallgäu","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",26.29,,
"3","Small regions (TL3)","DE401","Brandenburg an der Havel, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",32.21,,
"3","Small regions (TL3)","DE401","Brandenburg an der Havel, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",28.85,,
